# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	4960
#@/user_id	MBP-2019
a 	啊	c=67 d=7.11815 t=4960
hao xiao xi 	好消息	c=2 d=0.126742 t=4960
hao xie 	好寫	c=0 d=0.1 t=4616
hao ya 	好呀	c=5 d=0.397729 t=4960
hao you 	好友	c=2 d=1.99005 t=3557
he 	和	c=16 d=1.6729 t=4960
he deng 	何等	c=0 d=0.0172907 t=4960
he deng en dian 	何等恩典	c=1 d=0.173774 t=4960
he li 	合理	c=0 d=0.1 t=4382
he li ma 	合理嗎	c=1 d=1 t=4383
he yi 	合一	c=1 d=0.506617 t=4960
hei 	黑	c=1 d=0.0185924 t=4960
hei an 	黑暗	c=0 d=0.000118265 t=4960
hei an mo shi 	黑暗模式	c=1 d=0.00118858 t=4960
hei wu 	黑五	c=1 d=0.105928 t=4960
hen 	很	c=4 d=0.180231 t=4960
hen 	狠	c=2 d=0.00220158 t=4960
hen da 	很大	c=0 d=0.0355226 t=4960
hen duo 	很多	c=6 d=1.39579 t=4960
hen duo shi hou 	很多時候	c=1 d=1 t=4827
hen gao 	很高	c=0 d=0.1 t=4180
hen gao duan 	很高端	c=1 d=1 t=4181
hen hao 	很好	c=2 d=0.0134336 t=4960
hen jiu 	很久	c=2 d=0.288671 t=4960
hen ke pa 	很可怕	c=1 d=1 t=2961
hen luan 	很亂	c=1 d=1 t=4132
hen mang 	很忙	c=1 d=1 t=3541
hen nan 	很難	c=1 d=0.0889252 t=4960
hen nan zhao 	很難找	c=1 d=0.14808 t=4960
hen shao 	很少	c=2 d=0.447088 t=4960
hen shen 	很深	c=1 d=1 t=3955
hen tiao 	很挑	c=1 d=1 t=3367
hen tiao 	很調	c=2 d=1.98511 t=3366
hen xian jin 	很先進	c=1 d=1 t=3458
hen xu yao 	很需要	c=1 d=1 t=3040
hen you 	很有	c=1 d=1 t=4530
hen zan 	很讚	c=1 d=0.965605 t=4960
heng shu 	橫豎	c=1 d=0.774916 t=4960
heng xiang 	橫向	c=2 d=1.99501 t=4960
hong cheng huang lv lan dian zi 	紅橙黃綠藍靛紫	c=1 d=0.0198411 t=4960
hong tao 	洪濤	c=0 d=0.0778801 t=4960
hou 	吼	c=2 d=0.0151463 t=4960
hou dao 	厚到	c=1 d=0.113608 t=4960
hou lai 	後來	c=4 d=0.793417 t=4960
hou lang 	後浪	c=2 d=1.93707 t=4360
hou mian 	後面	c=3 d=1.02485 t=4803
hou nian ma yue 	猴年馬月	c=1 d=0.0753961 t=4960
hu chu 	呼出	c=1 d=0.00364281 t=4960
hu shi 	護士	c=1 d=0.00286554 t=4960
hua 	畫	c=1 d=1 t=3300
hua xue 	滑雪	c=1 d=0.0405589 t=4960
hua yuan 	花園	c=1 d=1 t=3561
huan 	換	c=4 d=0.133235 t=4960
huan chong 	緩衝	c=1 d=1 t=3054
huan gong zuo 	換工作	c=1 d=0.543351 t=4960
huan le 	換了	c=2 d=0.00975476 t=4960
huan xin 	換新	c=1 d=0.00166156 t=4960
huan yi xia 	換一下	c=1 d=1 t=2767
huan zi ti 	換字體	c=2 d=1.84163 t=4960
huang 	慌	c=1 d=0.0014018 t=4960
huang 	黃	c=1 d=0.0191587 t=4960
huang gang 	黃岡	c=2 d=0.000367055 t=4960
huang yan ling 	慌燕玲	c=1 d=0.0190631 t=4960
hui 	回	c=5 d=0.815527 t=4960
hui 	會	c=13 d=1.14078 t=4960
hui bu hui 	會不會	c=1 d=0.00115923 t=4960
hui cuo ren 	回錯人	c=1 d=1 t=2704
hui dao 	回到	c=1 d=0.000291637 t=4960
hui dao 	會到	c=1 d=0.204948 t=4960
hui fu 	回覆	c=2 d=0.726149 t=4960
hui gei 	回給	c=1 d=1 t=2712
hui jia 	回家	c=2 d=1.00036 t=4215
hui lai 	回來	c=1 d=1 t=3700
hui qu 	回去	c=1 d=1 t=4284
hui you 	會有	c=1 d=0.0012684 t=4960
hun 	混	c=1 d=0.818731 t=4960
huo guo 	火鍋	c=1 d=0.0611149 t=4960
huo zhe 	或者	c=8 d=0.376665 t=4960
huo zhe 	活着	c=1 d=0.0108347 t=4960
ibooks author 	iBooks Author	c=0 d=0.00617291 t=4960
ibooks author mei 	iBooks Author沒	c=1 d=0.0620385 t=4960
ji 	機	c=0 d=0.000246639 t=4960
ji ben 	基本	c=2 d=0.0871609 t=4960
ji ci 	幾次	c=1 d=0.120032 t=4960
ji dan 	雞蛋	c=0 d=0.1 t=3292
ji dao 	寄到	c=1 d=0.00158844 t=4960
ji de 	記得	c=1 d=0.147342 t=4960
ji dian 	幾點	c=1 d=1 t=4677
ji ge 	幾個	c=4 d=0.942075 t=4960
ji huo 	激活	c=1 d=0.241789 t=4960
ji lu 	記錄	c=1 d=0.843665 t=4960
ji sheng chong 	寄生蟲	c=1 d=0.0257325 t=4960
ji shi 	及時	c=1 d=1 t=3752
ji shu 	基數	c=1 d=0.0057417 t=4960
ji shu 	技術	c=0 d=0.1 t=3373
ji shu hao 	技術好	c=1 d=1 t=3374
ji xiang 	機箱	c=1 d=1 t=2617
ji xing 	機型	c=1 d=0.00225411 t=4960
ji zhu 	記住	c=1 d=0.0893673 t=4960
jia 	加	c=5 d=0.484349 t=4960
jia 	家	c=2 d=0.0219319 t=4960
jia ban 	加班	c=1 d=1 t=3456
jia dao 	加到	c=3 d=0.212622 t=4960
jia ge 	價格	c=1 d=0.111359 t=4960
jia jia 	加加	c=0 d=0.1 t=4745
jia li 	家裏	c=3 d=0.209772 t=4960
jia na da 	加拿大	c=1 d=0.108067 t=4960
jia ru 	假如	c=1 d=1 t=3162
jia ru 	加入	c=2 d=1.08127 t=3665
jia shang le 	加上了	c=1 d=1 t=3147
jia shui 	加稅	c=1 d=0.71177 t=4960
jia ting 	家庭	c=2 d=1.86502 t=4635
jia zi 	架子	c=0 d=0.0324652 t=4960
jian 	見	c=1 d=1 t=4421
jian 	間	c=2 d=1.00937 t=4422
jian ce 	檢測	c=1 d=0.0702988 t=4960
jian dan 	簡單	c=2 d=0.0125742 t=4960
jian pan 	鍵盤	c=2 d=0.985112 t=4960
jian pin 	簡拼	c=6 d=2.57958 t=4960
jian qie 	剪切	c=0 d=0.1 t=4364
jian qie ban 	剪切板	c=2 d=1.9802 t=4369
jian ti 	簡體	c=4 d=2.90659 t=4960
jian xia chui 	睑下垂	c=0 d=0.0332871 t=4960
jiang dao 	講道	c=8 d=2.95494 t=3343
jiang jin 	獎金	c=1 d=0.00729913 t=4960
jiang jun 	將軍	c=0 d=0.1 t=3974
jiao 	叫	c=1 d=1 t=4001
jiao 	教	c=1 d=1 t=3569
jiao hui 	教會	c=8 d=1.00318 t=4894
jiao hui ba 	教會吧	c=1 d=1 t=2482
jiao zhuo 	膠着	c=1 d=1 t=4022
jie 	姐	c=0 d=7.57869e-05 t=4960
jie 	接	c=1 d=0.00848038 t=4960
jie 	解	c=0 d=0.1 t=4439
jie duan 	階段	c=1 d=0.0150707 t=4960
jie feng 	解封	c=1 d=1 t=3244
jie guo 	結果	c=1 d=1 t=4049
jie ju 	結局	c=0 d=0.0995012 t=4960
jie ju jia 	結局加	c=1 d=1 t=4960
jie men 	解悶	c=1 d=1 t=4502
jie shi 	解釋	c=0 d=0.029523 t=4960
jie shi le 	解釋了	c=1 d=0.29671 t=4960
jie shu 	結束	c=3 d=0.0342181 t=4960
jie zou 	節奏	c=2 d=0.00530026 t=4960
jin 	進	c=3 d=1.23819 t=4960
jin 	金	c=1 d=1.09851 t=3977
jin bu 	進步	c=1 d=0.00280879 t=4960
jin chi 	( ͡° ͜ʖ ͡°)	c=1 d=1 t=4960
jin chu 	進出	c=1 d=1 t=4837
jin ci 	僅此	c=0 d=0.0852144 t=4960
jin ci yi jian 	僅此一件	c=1 d=0.856415 t=4960
jin du 	進度	c=0 d=0.00804596 t=4960
jin du man 	進度慢	c=1 d=0.0808629 t=4960
jin jiang jun 	金將軍	c=1 d=1 t=3975
jin lai 	進來	c=1 d=1 t=3123
jin nian 	今年	c=3 d=0.0403566 t=4960
jin qu 	進去	c=1 d=0.0288686 t=4960
jin tian 	今天	c=19 d=1.49413 t=4960
jin xian yu 	僅限於	c=0 d=0.0190139 t=4960
jin yong 	禁用	c=2 d=1.07701 t=4960
jin zhang 	緊張	c=1 d=0.000386042 t=4960
jing 	頸	c=0 d=0.1 t=3395
jing bai 	敬拜	c=2 d=1.00259 t=4898
jing chang 	經常	c=1 d=0.00212284 t=4960
jing dian 	經典	c=1 d=1 t=4522
jing jie 	經節	c=1 d=1 t=3319
jing li 	精力	c=1 d=0.00220948 t=4960
jing shen ling xiu 	精神領袖	c=1 d=0.0380064 t=4960
jing xuan 	精選	c=1 d=0.0735345 t=4960
jiu 	就	c=54 d=2.81325 t=4960
jiu dian 	九點	c=1 d=1 t=4793
jiu dian ban 	九點半	c=2 d=1.26185 t=4332
jiu fen zhong 	九分鐘	c=1 d=1 t=3734
jiu hao 	就好	c=1 d=1 t=3986
jiu kan 	就看	c=1 d=0.214381 t=4960
jiu shi 	就是	c=23 d=1.09451 t=4960
jiu suan 	就算	c=1 d=0.285076 t=4960
jiu ti ren 	就踢人	c=1 d=1 t=3648
jiu you 	就有	c=1 d=1 t=3240
ju hui 	聚會	c=1 d=1 t=2860
ju ran 	居然	c=4 d=1.10155 t=4960
ju shuo 	據說	c=1 d=0.271173 t=4960
ju ti 	具體	c=1 d=1 t=3612
ju zhong 	居中	c=1 d=1 t=3912
jue de 	覺得	c=5 d=0.650509 t=4960
kai 	開	c=2 d=0.00301291 t=4960
kai chu 	開除	c=1 d=0.285007 t=4960
kai fa 	開發	c=2 d=0.00429631 t=4960
kai shi 	開始	c=5 d=0.0335125 t=4960
kai ti 	楷體	c=2 d=1.11943 t=3241
kai xin 	開心	c=0 d=0.1 t=3291
kai xin la 	開心啦	c=1 d=1 t=3292
kai zhi bo 	開直播	c=1 d=1 t=2501
kan 	看	c=13 d=0.968064 t=4960
kan bu dao 	看不到	c=3 d=0.358807 t=4960
kan dao 	看到	c=9 d=1.08942 t=4960
kan dao 	砍倒	c=1 d=0.162838 t=4960
kan de 	看得	c=2 d=1.2466 t=4395
kan de dong 	看得懂	c=1 d=1 t=2931
kan ge 	看個	c=1 d=1 t=2940
kan guo 	看過	c=1 d=0.163654 t=4960
kan kan 	看看	c=7 d=0.647635 t=4960
kan lai 	看來	c=8 d=0.55357 t=4960
kan le 	看了	c=2 d=0.00211226 t=4960
kan ni 	看膩	c=1 d=0.621885 t=4960
kan shang qu 	看上去	c=5 d=0.215838 t=4960
kan shi ji 	看時機	c=1 d=0.0287246 t=4960
kan xin wen 	看新聞	c=1 d=0.0488012 t=4960
kan yi xia 	看一下	c=1 d=1 t=2871
kan zhe 	看着	c=1 d=0.00419023 t=4960
kao 	考	c=1 d=0.0124007 t=4960
kao 	靠	c=2 d=0.331211 t=4960
kao jin 	靠近	c=0 d=0.1 t=3289
kao jin 	靠進	c=1 d=1 t=3279
kao jin shi jia 	靠近十架	c=1 d=1 t=3290
kao lv 	考慮	c=1 d=0.0794534 t=4960
kao lv liu ji 	考慮六級	c=1 d=0.798516 t=4960
kao ya 	烤鴨	c=2 d=0.559937 t=4960
kao yan 	考研	c=1 d=0.0685632 t=4960
ke 	可	c=1 d=0.366045 t=4960
ke dou 	蝌蚪	c=1 d=0.000750328 t=4960
ke hu duan 	客戶端	c=1 d=1 t=4862
ke neng 	可能	c=18 d=0.738199 t=4960
ke pa 	可怕	c=0 d=0.1 t=2960
ke yi 	可以	c=59 d=3.5535 t=4960
ke yi la 	可以啦	c=1 d=1 t=4686
ken ding 	肯定	c=3 d=0.660936 t=4960
kong 	空	c=1 d=0.171187 t=4960
kong de 	空的	c=1 d=0.0407622 t=4960
kong xi 	空襲	c=1 d=0.0374406 t=4960
kong zhi 	控制	c=2 d=0.00362464 t=4960
ku 	庫	c=1 d=0.0311923 t=4960
kuai 	快	c=4 d=0.0639279 t=4960
kuai chuan 	快船	c=1 d=0.0393602 t=4960
kuai jie jian 	快捷鍵	c=1 d=0.99005 t=4960
kuai le 	快樂	c=0 d=0.1 t=4422
la 	啦	c=55 d=7.79412 t=4960
la qi lai 	拉起來	c=0 d=0.1 t=4738
la qi lai la 	拉起來啦	c=1 d=1 t=4739
lai 	來	c=15 d=1.30649 t=4960
lai bu ji 	來不及	c=0 d=0.1 t=4281
lai bu ji la 	來不及啦	c=1 d=1 t=4282
lai de 	來的	c=1 d=0.778801 t=4960
lai la 	來啦	c=3 d=0.166127 t=4960
lai le 	來了	c=2 d=0.263158 t=4960
lai shuo 	來說	c=1 d=1 t=3451
lai yi bian 	來一遍	c=1 d=0.600496 t=4960
lan xin 	蘭馨	c=2 d=1.27527 t=4525
lang fei shi jian 	浪費時間	c=1 d=0.923116 t=4960
lang lang 	郎朗	c=2 d=1.94649 t=3634
lao po 	老婆	c=3 d=0.0033327 t=4960
lao shi 	老師	c=2 d=1.01265 t=4442
lao shi 	老是	c=1 d=1 t=3249
lao shu 	老鼠	c=0 d=0.00254765 t=4960
le 	了	c=106 d=12.0529 t=4960
lei xing 	類型	c=0 d=0.0075774 t=4960
lei xing bu tong 	類型不同	c=1 d=0.0761538 t=4960
li 	李	c=0 d=0.1 t=3927
li 	立	c=0 d=0.1 t=3846
li 	裏	c=10 d=1.89655 t=4960
li 	黎	c=0 d=0.0778801 t=4960
li hai 	厲害	c=3 d=0.348192 t=4960
li han 	黎翰	c=8 d=0.99005 t=4960
li hong tao 	黎洪濤	c=1 d=0.782705 t=4960
li hun lv 	離婚率	c=1 d=1 t=4913
li ji 	立即	c=2 d=0.461038 t=4960
li li 	李麗	c=0 d=0.0782705 t=4960
li li ping 	李麗萍	c=1 d=0.786628 t=4960
li mian 	裏面	c=17 d=3.09618 t=4960
li shi 	歷史	c=4 d=0.755784 t=4960
li si si 	李思思	c=2 d=1.67706 t=4006
li tie wei zheng 	立貼爲證	c=1 d=1 t=3847
li you 	理由	c=0 d=0.0499074 t=4960
lia 	倆	c=0 d=0.1 t=3575
lian 	練	c=0 d=0.00327124 t=4960
lian 	連	c=2 d=0.108624 t=4960
lian guo duan 	連鍋端	c=1 d=0.000587285 t=4960
lian jie 	鏈接	c=3 d=0.145876 t=4960
lian luo 	聯絡	c=0 d=0.1 t=3147
lian luo 	連絡	c=1 d=1 t=3149
lian luo xian 	聯絡先	c=1 d=1 t=3148
lian xi 	聯繫	c=0 d=0.1 t=3016
lian xi la 	聯繫啦	c=1 d=1 t=3017
liang 	良	c=1 d=1 t=2674
liang ge 	兩個	c=3 d=1.25502 t=4749
liang ge ren 	兩個人	c=1 d=1 t=4043
liang nian qian 	兩年前	c=1 d=0.0023344 t=4960
liang shou ge 	兩首歌	c=1 d=1 t=3256
liang zhe 	兩者	c=1 d=0.50409 t=4960
liang zhong 	兩種	c=1 d=1 t=4328
liang zhu 	亮主	c=1 d=1 t=4045
liao jie 	瞭解	c=1 d=1 t=3882
liao liao 	聊聊	c=1 d=1 t=3802
lie ju 	列舉	c=2 d=0.496219 t=4960
ling hui 	領會	c=2 d=1.62814 t=3005
ling wai 	另外	c=4 d=1.91161 t=3756
ling xiu 	靈脩	c=1 d=1.09465 t=3776
ling xiu yin yue 	靈脩音樂	c=1 d=1 t=3766
liu 	流	c=0 d=0.0985112 t=4960
liu cheng 	流程	c=2 d=0.0261214 t=4960
liu huan 	劉歡	c=1 d=1 t=3597
liu ji 	六級	c=0 d=0.0794534 t=4960
liu kou shui 	流口水	c=1 d=1 t=4118
liu lan qi 	瀏覽器	c=6 d=0.225711 t=4960
liu shi shi 	劉詩詩	c=1 d=1 t=3397
liu xiao 	柳筱	c=1 d=1 t=3539
liu xing 	流行	c=4 d=0.0599047 t=4960
liu xing yin yue 	流行音樂	c=1 d=0.0617291 t=4960
liu zai 	留在	c=1 d=1 t=4194
liu zhe 	留着	c=1 d=0.000916453 t=4960
long xia 	龍蝦	c=1 d=1 t=3483
lou shang 	樓上	c=1 d=1 t=3578
lou xia 	樓下	c=1 d=1 t=3580
lu 	擼	c=1 d=0.0424257 t=4960
lu 	路	c=0 d=0.1 t=4411
lu de 	錄的	c=1 d=1 t=4308
lu jing 	路徑	c=1 d=0.965605 t=4960
lu man man 	路漫漫	c=1 d=1 t=4412
lu xiang 	錄像	c=2 d=1.91393 t=4163
lun tan 	論壇	c=1 d=0.00198925 t=4960
lv ka 	綠卡	c=5 d=0.535242 t=4960
lv le 	綠了	c=1 d=0.0505395 t=4960
lv lv 	綠綠	c=1 d=0.0464212 t=4960
ma 	嗎	c=80 d=4.02068 t=4960
ma ding 	馬丁	c=3 d=0.325202 t=4960
ma fan 	麻煩	c=1 d=0.00507556 t=4960
ma jiang 	麻將	c=2 d=1.83946 t=3688
ma li lan 	馬里蘭	c=1 d=0.410656 t=4960
ma ma hu hu 	馬馬虎虎	c=1 d=1 t=2647
ma shang 	馬上	c=1 d=0.00740944 t=4960
mai 	買	c=3 d=0.644867 t=4960
mai dan 	買單	c=1 d=0.0699482 t=4960
mai diao 	賣掉	c=1 d=1 t=4823
mai ge 	買個	c=1 d=0.0569831 t=4960
mai le 	買了	c=1 d=0.000863083 t=4960
mai le 	賣了	c=2 d=0.0046943 t=4960
man 	慢	c=1 d=0.00804596 t=4960
man man 	漫漫	c=0 d=0.1 t=4411
man ren 	蠻人	c=1 d=1 t=4070
mang de 	忙得	c=0 d=0.1 t=4505
mang de guo lai 	忙得過來	c=1 d=1 t=4506
mao 	貓	c=0 d=0.00254765 t=4960
mao he lao shu 	貓和老鼠	c=1 d=0.0256042 t=4960
mao si 	貌似	c=3 d=0.0416671 t=4960
mei 	沒	c=4 d=0.0915577 t=4960
mei ban fa 	沒辦法	c=1 d=0.0526021 t=4960
mei ci 	每次	c=3 d=0.149569 t=4960
mei ci 	沒詞	c=1 d=0.148823 t=4960
mei dong li 	沒動力	c=1 d=1 t=3908
mei ge 	每個	c=1 d=1 t=4413
mei ge ren 	每個人	c=1 d=0.13466 t=4960
mei guo 	沒過	c=1 d=0.585669 t=4960
mei guo 	美國	c=2 d=0.0372538 t=4960
mei li you 	沒理由	c=1 d=0.501576 t=4960
mei na me kuai 	沒那麼快	c=1 d=0.337902 t=4960
mei ne 	沒呢	c=1 d=0.00096344 t=4960
mei pai 	沒牌	c=1 d=1 t=4289
mei sha 	沒啥	c=1 d=0.737123 t=4960
mei shen me 	沒什麼	c=1 d=1.00084 t=3455
mei shi 	沒事	c=1 d=1 t=4660
mei shou ge 	每首歌	c=1 d=1 t=4150
mei tian 	每天	c=1 d=1 t=4037
mei wen ti 	沒問題	c=2 d=1.79057 t=2523
mei xia lai 	沒下來	c=1 d=0.323033 t=4960
mei xiang dao 	沒想到	c=1 d=0.144424 t=4960
mei yong 	沒用	c=2 d=1.22038 t=4960
mei you 	沒有	c=53 d=5.2592 t=4960
mei you ne 	沒有呢	c=2 d=0.229925 t=4960
mei you shi jian 	沒有時間	c=1 d=0.0608101 t=4960
mei you yong 	沒有用	c=1 d=1 t=4783
mei you yu dao 	沒有遇到	c=1 d=0.00400585 t=4960
meng 	猛	c=0 d=0.1 t=3946
mian 	麪	c=1 d=0.927743 t=4960
mian ji 	面積	c=3 d=1.99099 t=4464
mian qiang 	勉強	c=1 d=1 t=4484
mian shi 	面試	c=2 d=0.903402 t=4960
mian yin 	緬因	c=1 d=1 t=3482
miao 	淼	c=1 d=1 t=2675
miao hong 	描紅	c=1 d=0.0327124 t=4960
ming da 	明達	c=1 d=1 t=3770
ming ling 	命令	c=1 d=0.421052 t=4960
ming ni su da 	明尼蘇達	c=1 d=1 t=3205
ming tian 	明天	c=6 d=1.29392 t=4662
ming xian 	明顯	c=1 d=0.00178203 t=4960
ming yue 	明月	c=2 d=1.96042 t=4960
mo fang 	魔方	c=0 d=0.1 t=3982
mo fang xiao zhan 	魔方小站	c=5 d=3.21927 t=4342
mo hu 	模糊	c=1 d=1.06652 t=4960
mo hu yin 	模糊音	c=1 d=0.965605 t=4960
mo liao 	末了	c=0 d=3.20701e-05 t=4960
mo shi 	模式	c=1 d=0.951229 t=4960
mo xing 	模形	c=1 d=1 t=3031
mu lu 	目錄	c=1 d=1 t=4554
mu qin jie 	母親節	c=0 d=0.1 t=4422
mu qin jie kuai le 	母親節快樂	c=1 d=1 t=4423
na 	拿	c=2 d=0.0395575 t=4960
na 	那	c=13 d=0.388329 t=4960
na bian 	那邊	c=2 d=0.00794669 t=4960
na bu fen 	那部份	c=1 d=1 t=3125
na dao 	拿到	c=1 d=0.000739157 t=4960
na de 	拿的	c=1 d=0.00157264 t=4960
na ge 	哪個	c=1 d=1 t=3421
na ge 	那個	c=32 d=1.3594 t=4960
na hao 	那好	c=1 d=1 t=3630
na ji 	那幾	c=0 d=0.1 t=4520
na ji bu 	那幾部	c=1 d=1 t=4521
na jiu 	那就	c=1 d=0.103135 t=4523
na jiu hao 	那就好	c=1 d=1 t=4524
na li 	哪裏	c=6 d=0.690734 t=4960
na li 	那裏	c=7 d=0.239265 t=4960
na me 	那麼	c=4 d=0.052091 t=4960
na shi 	那是	c=1 d=1 t=4315
na shou ge 	那首歌	c=1 d=1 t=3262
na tian 	哪天	c=1 d=1 t=2527
na tian 	那天	c=3 d=0.000788798 t=4960
na wan 	拿完	c=1 d=0.00726273 t=4960
na yi xia 	拿一下	c=1 d=1 t=4203
na zhong 	那種	c=1 d=0.909373 t=4960
nai 	乃	c=0 d=0.0311923 t=4960
nai xin 	耐信	c=1 d=1 t=3041
nai xin 	耐心	c=1 d=1 t=3042
nan ding 	男丁	c=1 d=0.0132336 t=4960
nan du 	難度	c=1 d=1 t=3895
nan hai 	男孩	c=1 d=0.0135009 t=4960
nan shan 	南山	c=1 d=0.904837 t=4960
nan yi 	難以	c=1 d=0.0127784 t=4960
nao jin ji zhuan wan 	腦筋急轉彎	c=1 d=0.0875977 t=4960
ne 	呢	c=30 d=1.93281 t=4960
nei bu 	內部	c=0 d=0.000132678 t=4960
nei bu zhuan 	內部轉	c=1 d=0.00133343 t=4960
nei cun 	內存	c=1 d=1 t=2477
nei rong 	內容	c=3 d=0.88692 t=4960
neng 	能	c=3 d=0.668133 t=4960
neng bu neng 	能不能	c=1 d=1 t=4957
neng shang 	能上	c=1 d=1 t=3642
neng yong 	能用	c=1 d=1 t=2648
ni 	你	c=53 d=2.32483 t=4960
ni ce 	你測	c=1 d=1 t=4960
ni de 	你的	c=1 d=1 t=4489
ni hao 	妳好	c=1 d=1 t=3645
ni jue de 	你覺得	c=1 d=1 t=2636
ni men 	你們	c=24 d=0.840002 t=4960
ni men lia 	你們倆	c=1 d=1 t=3576
ni shi 	你是	c=0 d=0.1 t=3205
ni shi shuo 	你是說	c=1 d=1 t=3206
nian 	年	c=1 d=0.00289433 t=4960
nian qi lai 	黏起來	c=1 d=1 t=2892
nian ye fan 	年夜飯	c=1 d=0.000765486 t=4960
niu 	牛	c=0 d=0.1 t=3589
nong 	弄	c=5 d=0.433874 t=4960
nong chu 	弄出	c=2 d=1.67883 t=4534
nong chu ge 	弄出個	c=1 d=1 t=4433
nv hai 	女孩	c=1 d=0.0133665 t=4960
nv hai zi 	女孩子	c=1 d=0.0125881 t=4960
nv huang 	女皇	c=1 d=1 t=3979
o 	哦	c=19 d=0.775299 t=4960
pai guan 	牌館	c=1 d=0.740824 t=3586
pai lie 	排列	c=1 d=0.778801 t=4960
pai qi 	排期	c=2 d=0.932394 t=4960
pei zhi 	配製	c=3 d=0.713836 t=4960
peng li yuan 	彭麗媛	c=1 d=1 t=2775
peng lu 	彭璐	c=1 d=1.05735 t=4960
peng lu ping 	彭璐萍	c=1 d=0.970446 t=4960
peng you 	朋友	c=5 d=1.73919 t=4646
pi 	批	c=1 d=1 t=3501
pi pei 	匹配	c=1 d=1 t=3684
pian le 	偏了	c=0 d=0.00160027 t=4960
pian yi 	便宜	c=1 d=0.161218 t=4960
pin 	拼	c=1 d=1 t=2863
pin fan 	頻繁	c=2 d=0.244461 t=4960
pin pai ji 	品牌機	c=1 d=1 t=2649
pin yin 	拼音	c=0 d=0.1 t=4745
pin yin jia jia 	拼音加加	c=1 d=1 t=4746
ping 	萍	c=1 d=1.06217 t=4960
ping ban 	平板	c=0 d=7.03108e-05 t=4960
ping ban zhi cheng 	平板支撐	c=1 d=0.000706632 t=4960
ping bi 	屏蔽	c=1 d=0.357007 t=4960
ping guo 	蘋果	c=1 d=0.0186856 t=4960
ping lun 	評論	c=2 d=0.0596059 t=4960
ping mu 	屏幕	c=1 d=0.00357068 t=4960
ping shi 	平時	c=1 d=0.084163 t=4960
ping xing 	平行	c=0 d=0.1 t=3924
ping xing he 	平行和	c=1 d=1 t=3925
pu tong 	普通	c=1 d=1 t=2979
qi 	其	c=1 d=1 t=3934
qi 	起	c=0 d=0.1 t=4599
qi bu 	起步	c=1 d=0.302704 t=4960
qi dai 	期待	c=2 d=1.0058 t=3888
qi dong 	啓動	c=1 d=1 t=4813
qi guai 	奇怪	c=2 d=0.431711 t=4960
qi guan 	器官	c=1 d=1 t=4626
qi jian 	旗艦	c=1 d=0.00251621 t=4960
qi lou 	七樓	c=1 d=0.0393602 t=4960
qi shi 	其實	c=1 d=0.0071546 t=4960
qi ta 	其他	c=2 d=0.000935524 t=4960
qi wen 	奇聞	c=1 d=1 t=4285
qi zhe me zao 	起這麼早	c=1 d=1 t=4600
qian 	錢	c=3 d=1.37136 t=4960
qian bi 	鉛筆	c=1 d=0.0325493 t=4960
qian duan shi jian 	前段時間	c=1 d=1 t=4515
qian ji tian 	前幾天	c=1 d=0.108609 t=4960
qian qian hou hou 	前前後後	c=1 d=0.440432 t=4960
qiang le 	搶了	c=1 d=0.00172074 t=4960
qiang zhi 	強制	c=1 d=1 t=4247
qie huan 	切換	c=4 d=0.00307331 t=4960
qin kuai 	勤快	c=1 d=0.00065886 t=4960
qing ke 	請客	c=1 d=1 t=2776
qing kuang 	情況	c=2 d=0.0426384 t=4960
qing li 	清理	c=1 d=1 t=3563
qing wen 	請問	c=2 d=1.05961 t=3872
qing xu 	情緒	c=1 d=0.0126512 t=4960
qiu 	求	c=1 d=1 t=4460
qiu 	球	c=1 d=0.00323088 t=4960
qiu 	秋	c=2 d=0.00652679 t=4960
qiu shi 	秋实	c=0 d=3.19102e-05 t=4960
qu 	去	c=27 d=2.85547 t=4960
qu bie 	區別	c=3 d=0.899635 t=4960
qu le 	去了	c=1 d=0.895834 t=4960
qu na li 	去哪裏	c=1 d=0.000953854 t=4960
quan 	全	c=1 d=0.0572688 t=4960
quan jiao 	全角	c=2 d=1.94092 t=4960
quan mian 	全面	c=1 d=0.0963276 t=4960
quan ti 	全體	c=1 d=0.168638 t=4960
quan tian 	全天	c=1 d=0.169483 t=4960
quan xian 	權限	c=1 d=0.000471307 t=4960
quan zhou 	泉州	c=1 d=0.00155699 t=4960
que dian 	缺點	c=1 d=0.20089 t=4960
que ren 	缺人	c=1 d=0.00129402 t=4960
que shi 	確實	c=7 d=0.45798 t=4960
que yi 	缺一	c=0 d=0.1 t=3662
ran hou 	然後	c=8 d=0.963091 t=4960
rang 	讓	c=3 d=1.00008 t=4924
re 	熱	c=1 d=0.00430669 t=4960
ren 	人	c=8 d=0.715338 t=4960
ren chu lai 	認出來	c=1 d=1 t=3638
ren fu yu shi 	人浮於事	c=1 d=0.00124951 t=4960
ren shi 	認識	c=1 d=1 t=3629
ru 	入	c=2 d=1.93707 t=4388
ru guo 	如果	c=2 d=0.000389752 t=4960
ru guo 	辱國	c=1 d=0.213312 t=4960
ru kou 	入口	c=1 d=1 t=4683
ruan jian 	軟件	c=2 d=0.904837 t=4960
sai 	塞	c=1 d=1 t=4283
san 	三	c=1 d=0.335746 t=4837
san bai duo 	三百多	c=1 d=1 t=4374
